"COURT_ROOM_ID","COURT_ROOM_NAME","DESCRIPTION","CREST_COURT_ROOM_NO","COURT_SITE_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","OBS_IND","DISPLAY_NAME","SECURITY_IND","VIDEO_IND"
918,"Court 6","Court 6",6,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
919,"Court 7","Court 7",7,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
920,"Court 8","Court 8",8,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
921,"Court 9","Court 9",9,429,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
964,"Court 4","Court Room 4",4,151,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
1228,"Court 1","Court 1",1,595,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1229,"Court 2","Court 2",2,595,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1230,"Court 3","Court 3",3,595,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1375,"Court 99","Court Room 99",99,249,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 99","",""
1530,"Court 1","Court 1",1,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1531,"Court 2","Court 2",2,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1532,"Court 3","Court 3",3,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1533,"Court 4","Court 4",4,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1534,"Court 5","Court 5",5,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
1535,"Court 6","Court 6",6,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
1536,"Court 7","Court 7",7,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
1537,"Court 8","Court 8",8,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
1538,"Court 9","Court 9",9,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
1539,"Court 10","Court 10",10,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
1540,"Court 11","Court 11",11,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 11","",""
1541,"Court 12","Court 12",12,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 12","",""
1542,"Court 13","Court 13",13,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 13","",""
1543,"Court 14","Court 14",14,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 14","",""
1544,"Court 15","Court 15",15,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 15","",""
1545,"Court 17","Court 17",17,903,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 17","",""
7068,"Court 11","Court Room 11",11,41,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1118,"Court 9","Court Room 9",9,502,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1630,"Court 4","Court Room 4",4,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
1629,"Court 3","Court Room 3",3,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
1631,"Court 5","Court Room 5",5,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
1633,"Court 6","Court Room 6",6,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
1634,"Court 7","Court Room 7",7,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1635,"Court 8","Court Room 8",8,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1636,"Court 9","Court Room 9",9,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1637,"Court 10","Court Room 10",10,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
2712,"Court 4","Court Room 4",4,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
2713,"Court 5","Court Room 5",5,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
2714,"Court 6","Court Room 6",6,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
2718,"Court 7","Court Room 7",7,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
2720,"Court 8","Court Room 8",8,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2723,"Court 9","Court Room 9",9,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
2725,"Court 10","Court Room 10",10,584,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7159,"Court 11","Court Room 11",11,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
7144,"Court 11","Court Room 11",11,717,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1013,"Court 5","Court Room 5",5,151,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
975,"Court 4","Court Room 4",4,260,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
1555,"Court 11","Court Room 11",11,75,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1650,"Court 10","Court Room 10",10,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
341,"Court 1","Court 1",1,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
342,"Court 2","Court 2",2,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
343,"Court 3","Court 3",3,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
344,"Court 4","Court 4",4,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
345,"Court 5","Court 5",5,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
346,"Court 6","Court 6",6,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
347,"Court 7","Court 7",7,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
348,"Court 8","Court 8",8,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
349,"Court 9","Court 9",9,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
350,"Court 10","Court 10",10,162,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
2247,"Court 1","Court Room 1",1,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
2252,"Court 8","Court Room 8",8,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2254,"Court 9","Court Room 9",9,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
2256,"Court 10","Court Room 10",10,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
3764,"Court 1","Court 1",1,1113,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 1","",""
3765,"Court 2","Court 2",2,1113,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 2","",""
3766,"Court 3","Court 3",3,1113,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 3","",""
817,"Court 1","Court 1",1,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
818,"Court 2","Court 2",2,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
819,"Court 3","Court 3",3,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
820,"Court 4","Court 4",4,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
821,"Court 5","Court 5",5,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
822,"Court 6","Court 6",6,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
823,"Court 7","Court 7",7,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
824,"Court 8","Court 8",8,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
825,"Court 9","Court 9",9,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
826,"Court 10","Court 10",10,394,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 10","",""
1732,"Court 10","Court Room 10",10,717,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7072,"Court 11","Court Room 11",11,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1223,"Court 2","Court 2",2,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1224,"Court 3","Court 3",3,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1225,"Court 4","Court 4",4,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1226,"Court 5","Court 5",5,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
1227,"Court 6","Court 6",6,594,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
1604,"Court 6","Court Room 6",6,250,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
1605,"Court 7","Court Room 7",7,250,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1606,"Court 8","Court Room 8",8,250,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1607,"Court 10","Court Room 10",10,250,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7100,"Court 11","Court Room 11",11,358,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
2616,"Court 10","Court Room 10",10,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
242,"Court 4","Court 4",4,104,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
747,"Court 8","Court 8",8,358,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
7131,"Court 11","Court Room 11",11,357,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
215,"Court 1","Court 1",1,96,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
216,"Court 2","Court 2",2,96,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
217,"Court 3","Court 3",3,96,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
218,"Court 4","Court 4",4,96,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
904,"Court 9","Court Room 9",9,358,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1018,"Court 1","Court 1",1,477,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1019,"Court 2","Court 2",2,477,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1020,"Court 3","Court 3",3,477,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1021,"Court 4","Court 4",4,477,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1584,"Court 8","Court Room 8",8,780,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1585,"Court 9","Court Room 9",9,780,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1583,"Court 7","Court Room 7",7,780,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1586,"Court 10","Court Room 10",10,780,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
2693,"Court 3","Court Room 3",3,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
2694,"Court 4","Court Room 4",4,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
2695,"Court 5","Court Room 5",5,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
2696,"Court 6","Court Room 6",6,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
2697,"Court 7","Court Room 7",7,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
2698,"Court 8","Court Room 8",8,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
2699,"Court 9","Court Room 9",9,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
2700,"Court 10","Court Room 10",10,615,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
194,"Court 1","Court 1",1,87,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
139,"Court 1","Court 1",1,54,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
140,"Court 2","Court 2",2,54,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
1409,"Court 1","Court 1",1,716,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1410,"Court 2","Court 2",2,716,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
259,"Court 2","Court 2",2,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
250,"Court 1","Court 1",1,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
260,"Court 3","Court 3",3,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
251,"Court 2","Court 2",2,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
252,"Court 3","Court 3",3,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
253,"Court 4","Court 4",4,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
254,"Court 5","Court 5",5,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
255,"Court 6","Court 6",6,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
256,"Court 7","Court 7",7,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
257,"Court 8","Court 8",8,117,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
258,"Court 1","Court 1",1,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
261,"Court 4","Court 4",4,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
262,"Court 5","Court 5",5,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
263,"Court 6","Court 6",6,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
264,"Court 7","Court 7",7,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
265,"Court 8","Court 8",8,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
266,"Court 9","Court 9",9,118,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
636,"Court 1","Court 1",1,309,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
637,"Court 2","Court 2",2,309,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
638,"Court 3","Court 3",3,309,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
639,"Court 4","Court 4",4,309,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
640,"Court 5","Court 5",5,309,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
641,"Court 1","Court 1",1,310,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
1474,"Court 21","Court Room 21",21,1,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 21","",""
1505,"Court 9","Court Room 9",9,717,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
7074,"Court 11","Court Room 11",11,251,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
181,"Court 1","Court 1",1,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
182,"Court 2","Court 2",2,80,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
1442,"Court 1","Court 1",1,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1384,"Court 2","Court 2",2,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1385,"Court 3","Court 3",3,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1386,"Court 4","Court 4",4,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1387,"Court 5","Court 5",5,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
1388,"Court 6","Court 6",6,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
1443,"Court 2","Court 2",2,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1444,"Court 3","Court 3",3,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1445,"Court 4","Court 4",4,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1446,"Court 7","Court 7",7,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 7","",""
1447,"Court 8","Court 8",8,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 8","",""
1448,"Court 5","Court 5",5,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 5","",""
1449,"Court 6","Court 6",6,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 6","",""
1450,"Court 9","Court 9",9,731,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 9","",""
1404,"Court 7","Court Room 7",7,702,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1549,"Court 5","Court Room 5",5,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
1550,"Court 6","Court Room 6",6,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
1551,"Court 7","Court Room 7",7,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1552,"Court 8","Court Room 8",8,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1553,"Court 9","Court Room 9",9,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1554,"Court 10","Court Room 10",10,5,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
1587,"Court 7","Court Room 7",7,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 7","",""
1588,"Court 8","Court Room 8",8,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 8","",""
1589,"Court 9","Court Room 9",9,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 9","",""
1590,"Court 10","Court Room 10",10,12,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 10","",""
7113,"Court 11","Court Room 11",11,249,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 11","",""
1294,"Court 1","Court 1",1,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1295,"Court 2","Court 2",2,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1296,"Court 3","Court 3",3,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 3","",""
1297,"Court 4","Court 4",4,642,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 4","",""
1298,"Court 1","Court 1",1,643,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1299,"Court 2","Court 2",2,643,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
1300,"Court 1","Court 1",1,644,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1301,"Court 1","Court 1",1,645,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1302,"Court 1","Court 1",1,646,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"","Court 1","",""
1303,"Court 1","Court 1",1,647,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 1","",""
1304,"Court 2","Court 2",2,647,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court 2","",""
59,"Court 1","Court 1",1,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 1","",""
60,"Court 2","Court 2",2,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 2","",""
61,"Court 3","Court 3",3,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 3","",""
62,"Court 4","Court 4",4,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 4","",""
63,"Court 5","Court 5",5,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 5","",""
64,"Court 6","Court 6",6,6,01-APR-09 15:25:51,01-APR-09 15:25:51,"XHIBIT","XHIBIT",1,"N","Court Room 6","",""
