"REF_JUDGE_ID","JUDGE_TYPE","CREST_JUDGE_ID","TITLE","FIRST_NAME","MIDDLE_NAME","SURNAME","FULL_LIST_TITLE1","FULL_LIST_TITLE2","FULL_LIST_TITLE3","STATS_CODE","INITIALS","HONOURS","JUD_VERS","OBS_IND","SOURCE_TABLE","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","COURT_ID"
35480,"R",659,"MRS","ROSA","EMMA","PRICE","Before Judge : PRICE","","","45160","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35481,"R",660,"MS","KATHRYN","GERALDINE","LONG","Before Judge : LONG","","","","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35482,"R",662,"MRS","TRACY","KAREN","WILSON","Before Judge : WILSON","","","40647","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35483,"HJ",664,"MR","TODD","LESLIE","JACOBS","Before Judge : JACOBS","","","","","HHJ","","Y","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35484,"CJ",665,"MR","MILTON","TERRY","SPENCER","Before Judge : SPENCER","","","","","HHJ","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35485,"CJ",666,"MRS","JUANITA","EVELYN","COOPER","Before Judge : COOPER","","","","","QC","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35486,"R",667,"MR","CALVIN","SEAN","ADAMS","Before Judge : ADAMS","","","40560","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35487,"R",669,"MISS","HEATHER","RACHEL","LEE","Before Judge : LEE","","","","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35488,"AR",670,"MR","TODD","GERALD","ALLEN","Before Judge : ALLEN","","","60456","","","","N","",20-MAY-11 15:59:20,20-MAY-11 15:45:37,"Mercator","Mercator",4,80
35176,"R",246,"MS","MELINDA","ANITA","ELLIOTT","Before Judge : ELLIOTT","","","40401","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35177,"R",247,"MR","DARRELL","LEWIS","MURPHY","Before Judge : MURPHY","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35178,"R",248,"MR","MELVIN","TONY","REYES","Before Judge : REYES","","","40580","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35179,"R",250,"MRS","CHRISTINE","VERONICA","DAVIS","Before Judge : DAVIS","","","40099","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35180,"R",251,"MRS","CATHERINE","JACKIE","JOHNSON","Before Judge : JOHNSON","","","48270","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35181,"CJ",252,"MR","DERRICK","RAFAEL","HOLMES","Before Judge : HOLMES","","","33740","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35182,"R",253,"MS","TAMMY","AUDREY","WILLIAMS","Before Judge : WILLIAMS","","","49360","","QC","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35183,"CJ",254,"MR","GREGORY","HARRY","LONG","Before Judge : LONG","","","30036","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35184,"R",255,"MRS","IRENE","WILLIE","MORENO","Before Judge : MORENO","","","44080","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35185,"R",257,"PROFESSOR","JAMIE","RICKY","MEDINA","Before Judge : MEDINA","","","45260","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35186,"R",258,"MR","LEE","MARVIN","FRANKLIN","Before Judge : FRANKLIN","","","48060","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35187,"R",259,"MS","STELLA","ETHEL","ROGERS","Before Judge : ROGERS","","","40538","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35188,"R",261,"MS","EVELYN","IRMA","GONZALES","Before Judge : GONZALES","","","49400","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35189,"R",263,"DR","JEFFERY","LUIS","SANCHEZ","Before Judge : SANCHEZ","","","40406","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35190,"R",264,"MR","MATHEW","MICHAEL","WALKER","Before Judge : WALKER","","","44630","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35191,"R",266,"MRS","JOANNE","MELINDA","GONZALEZ","Before Judge : GONZALEZ","","","48100","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35192,"R",267,"MRS","MEGAN","PAMELA","RODRIGUEZ","Before Judge : RODRIGUEZ","","","40285","","QC","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35193,"CJ",269,"MR","NATHANIEL","JEFF","HOLMES","Before Judge : HOLMES","","","34730","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35194,"R",270,"MRS","MARIE","DARLENE","WAGNER","Before Judge : WAGNER","","","44160","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35195,"R",272,"SIR","WAYNE","KEVIN","RICHARDS","Before Judge : RICHARDS","","","","","QC","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35196,"R",273,"DR","RALPH","BOBBY","COOPER","Before Judge : COOPER","","","40532","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35197,"R",274,"MS","PEGGY","MICHELLE","ROBINSON","Before Judge : ROBINSON","","","49450","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35198,"R",275,"MS","EMILY","DEBORAH","SPENCER","Before Judge : SPENCER","","","40172","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35199,"CJ",276,"MISS","EDNA","CAROLINE","PIERCE","Before Judge : PIERCE","","","39480","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35200,"R",277,"MRS","VIOLA","BETH","ARMSTRONG","Before Judge : ARMSTRONG","","","44220","","QC","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35201,"R",279,"MR","HERMAN","SAMUEL","WATSON","Before Judge : WATSON","","","40408","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35202,"CJ",280,"DR","JOSEPH","KEITH","MILLS","Before Judge : MILLS","","","30071","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35203,"AR",281,"MISS","PAULINE","RHONDA","PAYNE","Before Judge : PAYNE","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35204,"R",282,"MS","JANE","LUCILLE","REID","Before Judge : REID","","","40288","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35205,"R",283,"MR","JAMES","BEN","SIMMONS","Before Judge : SIMMONS","","","43160","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35206,"R",284,"MS","LINDA","CARRIE","RAY","Before Judge : RAY","","","48310","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35207,"R",285,"MISS","ROSE","FRANCES","LONG","Before Judge : LONG","","","43220","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35208,"R",286,"MS","TANYA","VANESSA","SANCHEZ","Before Judge : SANCHEZ","","","49490","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35209,"R",287,"MR","JON","RALPH","RODRIGUEZ","Before Judge : RODRIGUEZ","","","41980","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35210,"CJ",288,"MS","BRITTANY","JACQUELINE","DAVIS","Before Judge : DAVIS","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35211,"R",290,"MR","DERRICK","PEDRO","BISHOP","Before Judge : BISHOP","","","44380","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35212,"R",291,"MR","PEDRO","MARC","KELLEY","Before Judge : KELLEY","","","40830","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35213,"CJ",292,"MR","EDDIE","GENE","DIXON","Before Judge : DIXON","","","34920","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35214,"R",293,"MRS","LAUREN","GLENDA","FOX","Before Judge : FOX","","","40860","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35215,"AR",294,"MISS","APRIL","MARY","LONG","Before Judge : LONG","","","63420","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35216,"R",295,"MISS","VICTORIA","ROBIN","FOX","Before Judge : FOX","","","40293","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35217,"CJ",296,"MR","RANDY","MARCUS","EVANS","Before Judge : EVANS","","","34560","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35218,"R",297,"LADY","ROBIN","VALERIE","CASTILLO","Before Judge : CASTILLO","","","40549","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35219,"R",298,"MS","GRACE","KIMBERLY","HALL","Before Judge : HALL","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35220,"CJ",300,"MISS","ELIZABETH","KATHLEEN","HARVEY","Before Judge : HARVEY","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35221,"CJ",301,"MR","VINCENT","GILBERT","MEDINA","Before Judge : MEDINA","","","30086","","Q.C.","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35222,"CJ",302,"SIR","DOUGLAS","RONNIE","BRADLEY","Before Judge : BRADLEY","","","39720","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35223,"R",304,"MRS","REGINA","SARA","FERNANDEZ","Before Judge : FERNANDEZ","","","48350","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35224,"R",305,"MR","JOHNNY","HOWARD","BOWMAN","Before Judge : BOWMAN","","","40930","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35225,"AR",306,"MRS","BETTY","ELLA","ALLEN","Before Judge : ALLEN","","","","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35226,"R",307,"MISS","SUSAN","THELMA","OLIVER","Before Judge : OLIVER","","","43730","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35227,"R",308,"MS","ETHEL","CATHY","HENRY","Before Judge : HENRY","","","40109","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35228,"R",309,"MS","ALLISON","JOANNE","KELLEY","Before Judge : KELLEY","","","40970","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35229,"CJ",312,"MRS","DELORES","VERA","PERRY","Before Judge : PERRY","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35230,"R",313,"MISS","RUTH","JEAN","CAMPBELL","Before Judge : CAMPBELL","","","43780","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35231,"CJ",314,"MR","CHESTER","FLOYD","JOHNSTON","Before Judge : JOHNSTON","","","33160","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35232,"R",315,"MS","PATRICIA","GERALDINE","WATKINS","Before Judge : WATKINS","","","40418","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35233,"R",316,"MS","RHONDA","MONICA","MORRIS","Before Judge : MORRIS","","","41010","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35234,"R",317,"MR","CALVIN","GABRIEL","FISHER","Before Judge : FISHER","","","40111","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35235,"R",318,"MR","MITCHELL","JESUS","MYERS","Before Judge : MYERS","","","49590","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35236,"R",322,"MS","CLARA","VICTORIA","NGUYEN","Before Judge : NGUYEN","","","46910","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35237,"R",323,"MRS","DANIELLE","LYNN","CRAWFORD","Before Judge : CRAWFORD","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35238,"R",324,"MISS","VERA","MARIA","ORTIZ","Before Judge : ORTIZ","","","49610","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35239,"R",325,"MRS","JEAN","CARLA","GUTIERREZ","Before Judge : GUTIERREZ","","","49640","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35240,"CJ",326,"MRS","FRANCES","KRISTEN","GONZALEZ","Before Judge : GONZALEZ","","","33050","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35241,"AR",327,"MR","JOE","KYLE","REID","Before Judge : REID","","","64820","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35242,"CJ",328,"MR","JESUS","THOMAS","CHAPMAN","Before Judge : CHAPMAN","","","30016","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35243,"AR",330,"MISS","ANITA","DEBRA","DUNN","Before Judge : DUNN","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35244,"R",331,"MISS","MARJORIE","VIRGINIA","LOPEZ","Before Judge : LOPEZ","","","41480","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35245,"CJ",332,"MS","JUNE","JACQUELINE","DEAN","Before Judge : DEAN","","","30112","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35246,"AR",333,"PROFESSOR","ADRIAN","JEFFREY","KNIGHT","Before Judge : KNIGHT","","","60223","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35247,"AR",334,"BARONESS","TARA","SAMANTHA","ARMSTRONG","Before Judge : ARMSTRONG","","","64170","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35248,"CJ",335,"MS","KIM","VALERIE","FISHER","Before Judge : FISHER","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35249,"R",337,"MR","CHRIS","KEVIN","CARTER","Before Judge : CARTER","","","46100","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35250,"R",338,"MISS","JEAN","HOLLY","CRUZ","Before Judge : CRUZ","","","40694","","Q.C.","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35251,"CJ",339,"MR","OSCAR","LEONARD","FISHER","Before Judge : FISHER","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35252,"R",340,"MRS","JO","THERESA","WARREN","Before Judge : WARREN","","","49410","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35253,"R",341,"MR","LARRY","STANLEY","PARKER","Before Judge : PARKER","","","40421","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35254,"R",343,"MR","LEROY","MARVIN","STEVENS","Before Judge : STEVENS","","","40554","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35255,"R",344,"MR","EDGAR","RUSSELL","MARTINEZ","Before Judge : MARTINEZ","","","46980","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35256,"R",345,"MRS","THELMA","CHRISTINA","COLEMAN","Before Judge : COLEMAN","","","49580","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35257,"R",346,"BARONESS","SUE","NELLIE","SHAW","Before Judge : SHAW","","","40283","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35258,"CJ",382,"PROFESSOR","PEDRO","ADRIAN","ROBERTSON","Before Judge : ROBERTSON","","","","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35259,"R",383,"SIR","RUBEN","JEROME","WHEELER","Before Judge : WHEELER","","","43680","","QC","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35260,"AR",384,"MR","ROBERTO","KYLE","BRYANT","Before Judge : BRYANT","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35261,"R",385,"MISS","JUDITH","KATHRYN","WATSON","Before Judge : WATSON","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35262,"CJ",386,"MRS","DARLENE","JESSICA","WHITE","Before Judge : WHITE","","","30087","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35263,"AR",388,"MS","DOROTHY","SARAH","BRADLEY","Before Judge : BRADLEY","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35264,"DJ",389,"MRS","MINNIE","DEBRA","WILSON","Before Judge : WILSON","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35265,"AR",390,"MISS","ANITA","IRENE","PERKINS","Before Judge : PERKINS","","","64590","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35266,"R",391,"MISS","NELLIE","LOUISE","SILVA","Before Judge : SILVA","","","40222","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35267,"R",392,"MR","DENNIS","RAY","BISHOP","Before Judge : BISHOP","","","40656","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35268,"R",393,"MRS","JUNE","MELINDA","RUIZ","Before Judge : RUIZ","","","40520","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35269,"R",394,"MRS","MARIA","CLARA","COLLINS","Before Judge : COLLINS","","","40375","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35270,"CJ",395,"MR","MITCHELL","KEITH","WALKER","Before Judge : WALKER","","","33240","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35271,"R",396,"MRS","JOAN","FRANCES","HANSON","Before Judge : HANSON","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35272,"CJ",397,"MS","KIMBERLY","YOLANDA","RYAN","Before Judge : RYAN","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35273,"CJ",398,"MRS","ALMA","KATHRYN","EVANS","Before Judge : EVANS","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35274,"AR",400,"MS","LAURIE","LAUREN","BRADLEY","Before Judge : BRADLEY","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35275,"R",402,"MR","TROY","TROY","MILLER","Before Judge : MILLER","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35276,"R",407,"MS","LORI","ELAINE","CRAWFORD","Before Judge : CRAWFORD","","","","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35277,"R",408,"MISS","TIFFANY","TAMARA","OLSON","Before Judge : OLSON","","","","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35278,"R",409,"MRS","WILMA","JANE","PETERSON","Before Judge : PETERSON","","","40802","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35279,"HJ",410,"MRS","CINDY","TRACY","PHILLIPS","Before Judge : PHILLIPS","","","","","OFFICER FROM ALL THE LIST OFFICE!","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35280,"CJ",411,"MS","EVA","JUDY","CARPENTER","Before Judge : CARPENTER","","","35150","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35281,"R",412,"MS","BONNIE","JESSICA","MITCHELL","Before Judge : MITCHELL","","","40651","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35282,"AR",413,"MRS","PAMELA","MARCIA","WHITE","Before Judge : WHITE","","","60345","","","","Y","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35283,"R",414,"MR","KELLY","FRANK","RODRIGUEZ","Before Judge : RODRIGUEZ","","","44670","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35284,"AR",415,"MR","JOSEPH","RICK","SHAW","Before Judge : SHAW","","","60313","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35285,"R",417,"MR","VICTOR","JOHN","ROBERTS","Before Judge : ROBERTS","","","40526","","","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
35286,"CJ",418,"MR","KEVIN","JEFFERY","ALLEN","Before Judge : ALLEN","","","",""," C","","N","",20-MAY-11 15:59:19,20-MAY-11 15:45:36,"Mercator","Mercator",4,80
36039,"R",578,"MRS","GLORIA","CONSTANCE","REID","Before Judge : REID","","","","","QC","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36040,"HJ",579,"MS","ASHLEY","JUDY","WILSON","Before Judge : WILSON","","","","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36041,"R",580,"MISS","MARCIA","MICHELLE","COOK","Before Judge : COOK","","","49310","","QC","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36042,"AR",581,"MR","BILLY","KARL","PORTER","Before Judge : PORTER","","","60397","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36043,"R",582,"MISS","MELINDA","SARA","WOODS","Before Judge : WOODS","","","40255","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36044,"AR",583,"MRS","THERESA","THELMA","HARRISON","Before Judge : HARRISON","","","","","ASSISTANT RECORDER","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36045,"R",584,"DR","JOSE","RAUL","LAWRENCE","Before Judge : LAWRENCE","","","40064","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36046,"CJ",585,"MS","ROSEMARY","IRMA","JAMES","Before Judge : JAMES","","","","","","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36047,"CJ",586,"MR","ALEX","BRUCE","OLSON","Before Judge : OLSON","","","","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36048,"CJ",587,"MR","TYRONE","GARY","FOWLER","Before Judge : FOWLER","","","","","","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36049,"CJ",588,"MR","MICHAEL","VICTOR","RYAN","Before Judge : RYAN","","","","","","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36050,"R",589,"MISS","JILL","PAULINE","LANE","Before Judge : LANE","","","48710","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36051,"HJ",590,"MS","EILEEN","TANYA","ROMERO","Before Judge : ROMERO","","","11350","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36052,"R",592,"MR","GILBERT","MIKE","POWELL","Before Judge : POWELL","","","40511","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36053,"R",593,"MRS","RUBY","NATALIE","WALKER","Before Judge : WALKER","","","","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36054,"R",594,"LORD","JOHN","TOMMY","PERKINS","Before Judge : PERKINS","","","","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36055,"CJ",595,"MR","ANDRE","RUBEN","HOWELL","Before Judge : HOWELL","","","","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36056,"HJ",596,"MISS","JILL","KAREN","HUNTER","Before Judge : HUNTER","","","","","","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36057,"R",598,"MR","LARRY","BRETT","MONTGOMERY","Before Judge : MONTGOMERY","","","","","","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36058,"R",599,"PROFESSOR","SEAN","CHARLES","HILL","Before Judge : HILL","","","46600","","","","N","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
36059,"CJ",600,"MR","RALPH","MELVIN","SANCHEZ","Before Judge : SANCHEZ","","","","","QC","","Y","",20-APR-12 09:25:22,18-APR-12 17:00:10,"Mercator","Mercator",10,55
