"REF_SOLICITOR_FIRM_ID","SOLICITOR_FIRM_NAME","CREST_SOF_ID","COURT_ID","OBS_IND","SHORT_NAME","DX_REF","VAT_NO","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","ADDRESS_ID","LA_CODE"
92933,"CHARLENE LLP",176,80,"N","ALEXANDER","DX 8764 COBHAM","222444999",20-MAY-11 16:00:56,20-MAY-11 15:47:05,"Mercator","Mercator",4,538103,""
92934,"WILMA and CO",12293,80,"N","KELLY","DX 68150 CARTERTON","777666666",20-MAY-11 16:00:56,20-MAY-11 15:47:05,"Mercator","Mercator",4,538104,""
92935,"FOWLER SOLICITORS",12115,80,"N","FOWLER","DX 23389 CONSETT","222111111",20-MAY-11 16:00:57,20-MAY-11 15:47:05,"Mercator","Mercator",4,538105,""
92936,"MARSHALL SOLICITORS",12346,80,"Y","MARSHALL","DX 146139 CIRENCESTER","777999666",20-MAY-11 16:00:57,20-MAY-11 15:47:05,"Mercator","Mercator",4,538106,""
92937,"JAVIER and CO",11880,80,"N","SIMPSON","DX 42103 CARTERTON","333555666",20-MAY-11 16:00:57,20-MAY-11 15:47:05,"Mercator","Mercator",4,538107,""
92938,"NGUYEN LLP",10216,80,"N","NGUYEN","DX 24175 CHIPPINGDX SODBURY ","888111666",20-MAY-11 16:00:57,20-MAY-11 15:47:06,"Mercator","Mercator",4,538108,""
92939,"KELLEY SOLICITORS",11283,80,"N","KELLEY","DX 78252 CARLISLE","111888444",20-MAY-11 16:00:57,20-MAY-11 15:47:06,"Mercator","Mercator",4,538109,""
92940,"BERRY SOLICITORS",12324,80,"N","BERRY","DX 36174 CHATHAM","999444444",20-MAY-11 16:00:57,20-MAY-11 15:47:06,"Mercator","Mercator",4,538110,""
92941,"RONNIE and CO",10930,80,"N","MOORE","DX 158145 COLYFORD","333888999",20-MAY-11 16:00:57,20-MAY-11 15:47:06,"Mercator","Mercator",4,538111,""
92942,"REYNOLDS SOLICITORS",12310,80,"N","REYNOLDS","DX 192213 CHINGFORD","111555222",20-MAY-11 16:00:57,20-MAY-11 15:47:07,"Mercator","Mercator",4,538112,""
92943,"ERICA and CO",11956,80,"N","GIBSON","DX 14867 CHORLEY","555888888",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538113,""
92944,"JENKINS LAW LLP",12120,80,"N","JENKINS","DX 94177 COLNE","999444111",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538114,""
92945,"CUNNINGHAM LAW SOLICITORS",12061,80,"N","CUNNINGHAM","DX 156215 CALLINGTON","222444111",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538115,""
92946,"HILL SOLICITORS",12349,80,"N","HILL","DX 90202 COCKERMOUTH","999333888",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538116,""
92947,"LAWRENCE and CO",10604,80,"N","ALVAREZ","DX 40228 CLACTON-ON-SEA","999999555",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538117,""
92948,"PETERS LLP",12317,80,"N","PETERS","DX 13787 CHERTSEY","888333666",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538118,""
92949,"LAWRENCE SOLICITORS",11690,80,"N","LAWRENCE","DX 10208 COCKERMOUTH","777333222",20-MAY-11 16:00:58,20-MAY-11 15:47:07,"Mercator","Mercator",4,538119,""
92950,"GRAY SOLICITORS",10085,80,"Y","GRAY","DX 126135 CHESHAM","111444999",20-MAY-11 16:00:59,20-MAY-11 15:47:07,"Mercator","Mercator",4,538120,""
92951,"CONSTANCE and CO",11191,80,"N","KELLEY","DX 130224 COLYTON","666666999",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538121,""
92952,"JARED and CO",11959,80,"N","ALVAREZ","DX 235120 CATERHAM","111333555",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538122,""
92953,"CLAUDE and CO",11560,80,"N","GRAHAM","DX 39148 CHUDLEIGH","111777777",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538123,""
92954,"MEDINA LLP",10008,80,"N","MEDINA","DX 23087 CALLINGTON","999666555",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538124,""
92955,"TORRES SOLICITORS",11904,80,"N","TORRES","DX 15563 CHULMLEIGH","888333111",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538125,""
92956,"COREY and CO",10951,80,"Y","BURNS","DX 200216 CLARE","888666888",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538126,""
92957,"FISHER LLP",12087,80,"N","FISHER","DX 20153 CARNFORTH","777555777",20-MAY-11 16:00:59,20-MAY-11 15:47:08,"Mercator","Mercator",4,538127,""
92958,"MATTHEWS SOLICITORS",12154,80,"N","MATTHEWS","DX 14452 CHIPPINGDX CAMPDEN ","111444222",20-MAY-11 16:01:00,20-MAY-11 15:47:09,"Mercator","Mercator",4,538128,""
92959,"KING LLP",10481,80,"N","KING","DX 22180 CLECKHEATON","222777777",20-MAY-11 16:01:00,20-MAY-11 15:47:09,"Mercator","Mercator",4,538129,""
92960,"SHIRLEY and CO",12073,80,"N","SIMPSON","DX 231230 CLITHEROE","555111444",20-MAY-11 16:01:00,20-MAY-11 15:47:09,"Mercator","Mercator",4,538130,""
92961,"MICHELE and CO",12054,80,"N","BISHOP","DX 130154 CLEATORDX MOOR ","888999888",20-MAY-11 16:01:00,20-MAY-11 15:47:09,"Mercator","Mercator",4,538131,""
92962,"MATHEW and CO",12274,80,"N","STONE","DX 11648 CHIPPINGDX SODBURY ","555111444",20-MAY-11 16:01:00,20-MAY-11 15:47:09,"Mercator","Mercator",4,538132,""
92963,"HOFFMAN SOLICITORS",12261,80,"N","HOFFMAN","DX 12831 CASTLEFORD","444222999",20-MAY-11 16:01:01,20-MAY-11 15:47:10,"Mercator","Mercator",4,538133,""
92964,"SUZANNE and CO",12172,80,"N","PATTERSON","DX 5054 CHIPPINGDX ONGAR ","333777999",20-MAY-11 16:01:01,20-MAY-11 15:47:10,"Mercator","Mercator",4,538134,""
92965,"LYNCH SOLICITORS",11627,80,"N","LYNCH","DX 59187 COLESHILL","777999777",20-MAY-11 16:01:01,20-MAY-11 15:47:10,"Mercator","Mercator",4,538135,""
92966,"GRAY LLP",11922,80,"N","GRAY","DX 101123 CAISTOR","333666888",20-MAY-11 16:01:01,20-MAY-11 15:47:10,"Mercator","Mercator",4,538136,""
92967,"TAYLOR LLP",11122,80,"N","TAYLOR","DX 12824 CHULMLEIGH","333222555",20-MAY-11 16:01:01,20-MAY-11 15:47:10,"Mercator","Mercator",4,538137,""
92968,"MELANIE and CO",10471,80,"N","LYNCH","DX 151160 CAMBORNE","444222555",20-MAY-11 16:01:03,20-MAY-11 15:47:10,"Mercator","Mercator",4,538138,""
92969,"FERNANDO and CO",10467,80,"N","AUSTIN","DX 61245 CHICHESTER","666555111",20-MAY-11 16:01:03,20-MAY-11 15:47:10,"Mercator","Mercator",4,538139,""
92970,"FRED and CO",11238,80,"N","DUNN","DX 209246 CHURCHDX STRETTON ","888333555",20-MAY-11 16:01:04,20-MAY-11 15:47:10,"Mercator","Mercator",4,538140,""
92971,"MITCHELL LLP",12062,80,"N","MITCHELL","DX 115155 CONISBROUGH","666888222",20-MAY-11 16:01:05,20-MAY-11 15:47:10,"Mercator","Mercator",4,538141,""
92972,"CRUZ LLP",12307,80,"N","CRUZ","DX 31157 CLITHEROE","777444999",20-MAY-11 16:01:05,20-MAY-11 15:47:11,"Mercator","Mercator",4,538142,""
92973,"JULIO and CO",12102,80,"N","MURRAY","DX 182156 CIRENCESTER","777888888",20-MAY-11 16:01:05,20-MAY-11 15:47:11,"Mercator","Mercator",4,538143,""
92974,"RICK and CO",12295,80,"N","GREENE","DX 98229 CHIPPINGDX CAMPDEN ","555333777",20-MAY-11 16:01:05,20-MAY-11 15:47:11,"Mercator","Mercator",4,538144,""
92975,"VASQUEZ SOLICITORS",12197,80,"N","VASQUEZ","DX 191121 CLECKHEATON","222666777",20-MAY-11 16:01:05,20-MAY-11 15:47:11,"Mercator","Mercator",4,538145,""
92976,"SANCHEZ LLP",12095,80,"N","SANCHEZ","DX 16980 CANTERBURY","333555999",20-MAY-11 16:01:06,20-MAY-11 15:47:11,"Mercator","Mercator",4,538146,""
92977,"GREENE SOLICITORS",171,80,"N","GREENE","DX 7669 CLITHEROE","777444222",20-MAY-11 16:01:06,20-MAY-11 15:47:11,"Mercator","Mercator",4,538147,""
92978,"AMANDA and CO",11621,80,"N","KELLY","DX 72253 CHADDERTON","777444444",20-MAY-11 16:01:06,20-MAY-11 15:47:12,"Mercator","Mercator",4,538148,""
92979,"LEE LLP",10427,80,"N","GEORGE","DX 3718 CHINGFORD","333555777",20-MAY-11 16:01:06,20-MAY-11 15:47:12,"Mercator","Mercator",4,538149,""
92980,"BLACK LAW LLP",12300,80,"N","BLACK","DX 19954 CHURCHDX STRETTON ","999555999",20-MAY-11 16:01:06,20-MAY-11 15:47:12,"Mercator","Mercator",4,538150,""
92981,"CHAVEZ SOLICITORS",10305,80,"N","CHAVEZ","DX 1686 COGGESHALL","111444444",20-MAY-11 16:01:06,20-MAY-11 15:47:12,"Mercator","Mercator",4,538151,""
92982,"BURTON SOLICITORS",12133,80,"N","BURTON","DX 11479 CHATHAM","777444111",20-MAY-11 16:01:07,20-MAY-11 15:47:12,"Mercator","Mercator",4,538152,""
92983,"FREEMAN SOLICITORS",11761,80,"N","FREEMAN","DX 290 CONISBROUGH","888999999",20-MAY-11 16:01:07,20-MAY-11 15:47:12,"Mercator","Mercator",4,538153,""
92984,"DOUGLAS LLP",10639,80,"N","PHILLIPS","DX 207204 CHIPPINGDX NORTON ","888666333",20-MAY-11 16:01:07,20-MAY-11 15:47:12,"Mercator","Mercator",4,538154,""
92985,"MORGAN SOLICITORS",12021,80,"N","MORGAN","DX 7838 CHEADLE","444222666",20-MAY-11 16:01:07,20-MAY-11 15:47:12,"Mercator","Mercator",4,538155,""
92986,"REYNOLDS LAW LLP",12104,80,"N","REYNOLDS","DX 5539 CATERHAM","333333222",20-MAY-11 16:01:07,20-MAY-11 15:47:13,"Mercator","Mercator",4,538156,""
92987,"MAX and CO",12266,80,"N","WILLIAMS","DX 29210 CHATTERIS","555666222",20-MAY-11 16:01:07,20-MAY-11 15:47:13,"Mercator","Mercator",4,538157,""
92988,"JACKSON SOLICITORS",12311,80,"N","JACKSON","DX 95109 CANTERBURY","777111111",20-MAY-11 16:01:08,20-MAY-11 15:47:13,"Mercator","Mercator",4,538158,""
92989,"DUNCAN LLP",11605,80,"N","DUNCAN","DX 36252 CHIPPINGDX CAMPDEN ","333222999",20-MAY-11 16:01:08,20-MAY-11 15:47:13,"Mercator","Mercator",4,538159,""
92608,"KYLE and CO",11713,80,"N","GRANT","DX 21686 BRAINTREE","999555666",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537778,""
92609,"LOPEZ LLP",12216,80,"N","LOPEZ","DX 16114 BOURNE","555666222",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537779,""
92610,"WARD LLP",12121,80,"N","WARD","DX 254150 BECCLES","666333222",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537780,""
92611,"NGUYEN LAW SOLICITORS",10552,80,"N","NGUYEN","DX 14255 BRADFORD","444777222",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537781,""
92612,"JOHNSTON SOLICITORS",10098,80,"N","JOHNSTON","DX 24933 BASINGSTOKE","999333444",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537782,""
92613,"OWENS SOLICITORS",11443,80,"N","OWENS","DX 44183 BEWDLEY","888333999",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537783,""
92614,"JONES LAW LLP",10015,80,"N","JONES","DX 24046 BRAMPTON","111111777",20-MAY-11 15:59:56,20-MAY-11 15:46:24,"Mercator","Mercator",4,537784,""
92615,"MILLER SOLICITORS",12075,80,"N","MILLER","DX 86254 BROMLEY","555666333",20-MAY-11 15:59:57,20-MAY-11 15:46:24,"Mercator","Mercator",4,537785,""
92616,"LEWIS LLP",11630,80,"N","PRICE","DX 209227 BECKENHAM","444888999",20-MAY-11 15:59:57,20-MAY-11 15:46:24,"Mercator","Mercator",4,537786,""
92617,"MORRISON SOLICITORS",11953,80,"N","MORRISON","DX 173236 BRIERLEYDX HILL ","111555222",20-MAY-11 15:59:57,20-MAY-11 15:46:25,"Mercator","Mercator",4,537787,""
92618,"GREEN LLP",11770,80,"N","GREEN","DX 6623 BEWDLEY","666222333",20-MAY-11 15:59:57,20-MAY-11 15:46:25,"Mercator","Mercator",4,537788,""
92619,"HICKS LLP",11489,80,"N","HICKS","DX 10128 BICESTER","666777999",20-MAY-11 15:59:57,20-MAY-11 15:46:25,"Mercator","Mercator",4,537789,""
92620,"DIAZ SOLICITORS",12127,80,"N","DIAZ","DX 22599 BLAYDON","111111555",20-MAY-11 15:59:57,20-MAY-11 15:46:25,"Mercator","Mercator",4,537790,""
92621,"ROBERTO and CO",11673,80,"N","NELSON","DX 254220 BEESTON","111888666",20-MAY-11 15:59:57,20-MAY-11 15:46:25,"Mercator","Mercator",4,537791,""
92622,"HECTOR LLP",12313,80,"N","ANDERSON","DX 71188 BERKELEY","111777777",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537792,""
92623,"HERNANDEZ SOLICITORS",11912,80,"N","HERNANDEZ","DX 23340 BRAINTREE","777222111",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537793,""
92624,"BLACK SOLICITORS",315,80,"N","BLACK","DX 30155 BRIDLINGTON","222222555",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537794,""
92625,"GRAY SOLICITORS",269,80,"N","GRAY","DX 40150 BOOTLE","111777222",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537795,""
92626,"PAYNE LLP",11882,80,"N","PAYNE","DX 231228 BLACKBURN","333333111",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537796,""
92627,"EVANS SOLICITORS",11838,80,"N","EVANS","DX 281 BRADFORDDX ON AVON","333444888",20-MAY-11 15:59:58,20-MAY-11 15:46:25,"Mercator","Mercator",4,537797,""
92628,"BARNES SOLICITORS",11554,80,"N","BARNES","DX 11999 BECCLES","777111555",20-MAY-11 15:59:58,20-MAY-11 15:46:26,"Mercator","Mercator",4,537798,""
92629,"RICKY LLP",12051,80,"N","COOK","DX 159247 BRIDGNORTH","777444666",20-MAY-11 15:59:58,20-MAY-11 15:46:26,"Mercator","Mercator",4,537799,""
92630,"OLIVER SOLICITORS",317,80,"N","OLIVER","DX 95225 BOLSOVER","999666666",20-MAY-11 15:59:58,20-MAY-11 15:46:26,"Mercator","Mercator",4,537800,""
92631,"HOWELL SOLICITORS",198,80,"N","HOWELL","DX 3341 BEDFORD","222222222",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537801,""
92632,"CHRISTINA and CO",11662,80,"N","REED","DX 123108 BILLINGHAM","111888222",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537802,""
92633,"RUBEN LLP",11857,80,"N","BOWMAN","DX 18268 BRIDLINGTON","111999222",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537803,""
92634,"LITTLE LAW LLP",11854,80,"Y","LITTLE","DX 169112 BLACKBURN","111444999",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537804,""
92635,"SUSAN and CO",11553,80,"N","PEARSON","DX 103134 BRIERLEYDX HILL ","333333555",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537805,""
92636,"KELLEY SOLICITORS",11718,80,"N","KELLEY","DX 10576 BRADING","888222999",20-MAY-11 15:59:59,20-MAY-11 15:46:26,"Mercator","Mercator",4,537806,""
92637,"DAVIS LLP",11600,80,"N","DAVIS","DX 8886 BEDLINGTON","444222333",20-MAY-11 15:59:59,20-MAY-11 15:46:27,"Mercator","Mercator",4,537807,""
92638,"HICKS LAW LLP",12052,80,"N","HICKS","DX 200135 BASILDON","555999222",20-MAY-11 15:59:59,20-MAY-11 15:46:27,"Mercator","Mercator",4,537808,""
92639,"PALMER SOLICITORS",12169,80,"N","PALMER","DX 23852 BRIERLEY","777777999",20-MAY-11 15:59:59,20-MAY-11 15:46:27,"Mercator","Mercator",4,537809,""
92640,"DANIELLE and CO",12348,80,"Y","FRANKLIN","DX 3845 BOREHAMWOOD","999999999",20-MAY-11 15:59:59,20-MAY-11 15:46:27,"Mercator","Mercator",4,537810,""
92641,"AUSTIN LAW SOLICITORS",12308,80,"N","AUSTIN","DX 6186 BATLEY","777999111",20-MAY-11 16:00:00,20-MAY-11 15:46:27,"Mercator","Mercator",4,537811,""
92642,"EVANS LLP",12273,80,"N","EVANS","DX 132193 BASINGSTOKE","222555111",20-MAY-11 16:00:00,20-MAY-11 15:46:27,"Mercator","Mercator",4,537812,""
92643,"VERNON LLP",12242,80,"N","RICHARDS","DX 6057 BENTON","777333777",20-MAY-11 16:00:00,20-MAY-11 15:46:27,"Mercator","Mercator",4,537813,""
92644,"SIMPSON SOLICITORS",12279,80,"N","SIMPSON","DX 51130 BROMBOROUGH","111444888",20-MAY-11 16:00:00,20-MAY-11 15:46:27,"Mercator","Mercator",4,537814,""
92645,"LAURA and CO",12144,80,"N","WOOD","DX 8399 BRADFORDDX ON AVON","777222222",20-MAY-11 16:00:00,20-MAY-11 15:46:27,"Mercator","Mercator",4,537815,""
92646,"BRITTANY and CO",298,80,"N","FERNANDEZ","DX 195185 BAWTRY","333666222",20-MAY-11 16:00:00,20-MAY-11 15:46:28,"Mercator","Mercator",4,537816,""
92647,"STEPHENS LAW SOLICITORS",11569,80,"N","STEPHENS","DX 136105 BIRKENHEAD","555666999",20-MAY-11 16:00:00,20-MAY-11 15:46:28,"Mercator","Mercator",4,537817,""
92648,"KIM SOLICITORS",12303,80,"N","KIM","DX 11037 BEWDLEY","222555777",20-MAY-11 16:00:00,20-MAY-11 15:46:28,"Mercator","Mercator",4,537818,""
92649,"COOK SOLICITORS",12063,80,"N","COOK","DX 56200 BLACKHEATH","999888555",20-MAY-11 16:00:00,20-MAY-11 15:46:28,"Mercator","Mercator",4,537819,""
92650,"PARKER SOLICITORS",12088,80,"N","PARKER","DX 54212 BEXHILL-ON-SEA","777999888",20-MAY-11 16:00:01,20-MAY-11 15:46:28,"Mercator","Mercator",4,537820,""
92651,"LOPEZ LLP",12122,80,"N","LOPEZ","DX 154133 BRADFORDDX ON AVON","999999666",20-MAY-11 16:00:01,20-MAY-11 15:46:28,"Mercator","Mercator",4,537821,""
92652,"DANIEL and CO",184,80,"N","FREEMAN","DX 7750 BRIDGWATER","111888999",20-MAY-11 16:00:02,20-MAY-11 15:46:28,"Mercator","Mercator",4,537822,""
92653,"SCHMIDT SOLICITORS",314,80,"N","SCHMIDT","DX 1140 BRIGHTLINGSEA","555333999",20-MAY-11 16:00:02,20-MAY-11 15:46:28,"Mercator","Mercator",4,537823,""
92654,"RAMOS LLP",11060,80,"N","RAMOS","DX 14960 BATH","888111666",20-MAY-11 16:00:02,20-MAY-11 15:46:28,"Mercator","Mercator",4,537824,""
92655,"WILSON LLP",12231,80,"N","WILSON","DX 16364 BLANDFORDDX FORUM ","555444666",20-MAY-11 16:00:02,20-MAY-11 15:46:28,"Mercator","Mercator",4,537825,""
92656,"MARY and CO",93,80,"N","PRICE","DX 101203 BINGLEY","555222555",20-MAY-11 16:00:03,20-MAY-11 15:46:28,"Mercator","Mercator",4,537826,""
92657,"ARNOLD LLP",11988,80,"N","ARNOLD","DX 20640 BORDON","999888333",20-MAY-11 16:00:03,20-MAY-11 15:46:29,"Mercator","Mercator",4,537827,""
92658,"MONTGOMERY SOLICITORS",10492,80,"N","MONTGOMERY","DX 57207 BRACKLEY","222888555",20-MAY-11 16:00:03,20-MAY-11 15:46:29,"Mercator","Mercator",4,537828,""
92659,"HAWKINS LLP",300,80,"N","HAWKINS","DX 13193 BANSTEAD","555777222",20-MAY-11 16:00:03,20-MAY-11 15:46:30,"Mercator","Mercator",4,537829,""
92723,"GILBERT LAW SOLICITORS",12190,80,"N","GILBERT","DX 100124 BRIERFIELD","999555444",20-MAY-11 16:00:13,20-MAY-11 15:46:39,"Mercator","Mercator",4,537893,""
92724,"PAYNE SOLICITORS",11917,80,"N","PAYNE","DX 228154 BATTLE","333333444",20-MAY-11 16:00:13,20-MAY-11 15:46:39,"Mercator","Mercator",4,537894,""
92725,"BOYD LAW SOLICITORS",12044,80,"N","BOYD","DX 21101 BIGGLESWADE","777333111",20-MAY-11 16:00:14,20-MAY-11 15:46:39,"Mercator","Mercator",4,537895,""
92726,"REID SOLICITORS",10181,80,"N","REID","DX 18642 BRENTWOOD","111777666",20-MAY-11 16:00:14,20-MAY-11 15:46:39,"Mercator","Mercator",4,537896,""
92727,"MITCHELL LLP",11938,80,"N","MITCHELL","DX 112234 BEVERLEY","999999333",20-MAY-11 16:00:14,20-MAY-11 15:46:39,"Mercator","Mercator",4,537897,""
92728,"BAILEY SOLICITORS",11889,80,"N","BAILEY","DX 770 BROMLEY","666555222",20-MAY-11 16:00:14,20-MAY-11 15:46:39,"Mercator","Mercator",4,537898,""
92729,"LEE LAW SOLICITORS",11085,80,"N","LEE","DX 5271 BRACKLEY","777999222",20-MAY-11 16:00:14,20-MAY-11 15:46:40,"Mercator","Mercator",4,537899,""
92730,"ARNOLD and CO",12187,80,"N","GARZA","DX 1235 BAWTRY","111777222",20-MAY-11 16:00:14,20-MAY-11 15:46:40,"Mercator","Mercator",4,537900,""
92731,"FERGUSON LLP",84,80,"N","FERGUSON","DX 161178 BRIERLEYDX HILL ","888333777",20-MAY-11 16:00:14,20-MAY-11 15:46:40,"Mercator","Mercator",4,537901,""
92732,"COX SOLICITORS",10196,80,"N","COX","DX 21045 BISHOPDX AUCKLAND ","888666555",20-MAY-11 16:00:14,20-MAY-11 15:46:40,"Mercator","Mercator",4,537902,""
92733,"BROWN LLP",12315,80,"N","BROWN","DX 145217 BOURNEMOUTH","222444333",20-MAY-11 16:00:16,20-MAY-11 15:46:40,"Mercator","Mercator",4,537903,""
92734,"FERGUSON LAW LLP",11872,80,"N","FERGUSON","DX 188239 BIDEFORD","555333222",20-MAY-11 16:00:16,20-MAY-11 15:46:40,"Mercator","Mercator",4,537904,""
93262,"JEROME and CO",12111,55,"N","REID","DX 87121 ADLINGTON","666333777",20-APR-12 09:25:23,18-APR-12 17:00:12,"Mercator","Mercator",10,540444,""
93263,"BARRY and CO",12212,55,"N","WARD","DX 52209 ATHERSTONE","555111777",20-APR-12 09:25:23,18-APR-12 17:00:13,"Mercator","Mercator",10,540445,""
93264,"RICHARDS SOLICITORS",11914,55,"N","RICHARDS","DX 42110 ALNWICK","222777333",20-APR-12 09:25:23,18-APR-12 17:00:13,"Mercator","Mercator",10,540446,""
93265,"ROBERTS LAW LLP",11875,55,"N","ROBERTS","DX 14328 ATTLEBOROUGH","666333999",20-APR-12 09:25:23,18-APR-12 17:00:13,"Mercator","Mercator",10,540447,""
93266,"RICHARDS SOLICITORS",12254,55,"N","RICHARDS","DX 137235 ALNWICK","333888999",20-APR-12 09:25:23,18-APR-12 17:00:13,"Mercator","Mercator",10,540448,""
93267,"AMBER and CO",12043,55,"N","RYAN","DX 172200 ASHINGTON","222888999",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540449,""
93268,"LONG SOLICITORS",12299,55,"N","LONG","DX 59161 ACCRINGTON","999444333",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540450,""
93269,"CRUZ SOLICITORS",12364,55,"N","CRUZ","DX 18874 ADLINGTON","555666444",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540451,""
93270,"CRAWFORD LAW LLP",11925,55,"N","CRAWFORD","DX 13874 ALDEBURGH","777666444",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540452,""
93271,"BOWMAN SOLICITORS",268,55,"N","BOWMAN","DX 57194 ASHBOURNE","444222999",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540453,""
93272,"TUCKER SOLICITORS",116,55,"N","TUCKER","DX 21915 ABINGDON","888555555",20-APR-12 09:25:24,18-APR-12 17:00:13,"Mercator","Mercator",10,540454,""
93273,"CAROLYN and CO",10911,55,"Y","COOK","DX 240196 ALTON","111777777",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540455,""
93274,"VICTORIA and CO",12178,55,"N","FISHER","DX 97186 ALFORD","333333444",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540456,""
93275,"MARTIN SOLICITORS",12118,55,"N","MARTIN","DX 10732 ALDRIDGE","555222888",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540457,""
93276,"NICOLE and CO",395,55,"N","DEAN","DX 198228 APPLEDORE","222666444",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540458,""
93277,"ROBINSON SOLICITORS",12105,55,"N","ROBINSON","DX 19414 ALDEBURGH","333777555",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540459,""
93278,"MURRAY LLP",12099,55,"N","MURRAY","DX 202246 ADLINGTON","888999666",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540460,""
93279,"SULLIVAN SOLICITORS",10590,55,"N","SULLIVAN","DX 101113 AMESBURY","888999888",20-APR-12 09:25:25,18-APR-12 17:00:14,"Mercator","Mercator",10,540461,""
93280,"PEARSON LLP",11281,55,"N","PEARSON","DX 5748 ASHBY-DE-LA-ZOUCH","888333666",20-APR-12 09:25:26,18-APR-12 17:00:14,"Mercator","Mercator",10,540462,""
93281,"CLAUDE and CO",12068,55,"N","LAWSON","DX 110145 APPLEBY-IN-WESTMORLAND","111222444",20-APR-12 09:25:26,18-APR-12 17:00:14,"Mercator","Mercator",10,540463,""
93282,"WELLS SOLICITORS",11107,55,"N","WELLS","DX 33136 ADDLESTONE","222555888",20-APR-12 09:25:26,18-APR-12 17:00:14,"Mercator","Mercator",10,540464,""
93283,"SMITH LAW SOLICITORS",12171,55,"N","SMITH","DX 12878 AXBRIDGE","444888444",20-APR-12 09:25:26,18-APR-12 17:00:14,"Mercator","Mercator",10,540465,""
93284,"RANDY LLP",11811,55,"N","POWELL","DX 18663 ASCOT","999222666",20-APR-12 09:25:26,18-APR-12 17:00:15,"Mercator","Mercator",10,540466,""
93285,"CURTIS and CO",11845,55,"N","BROWN","DX 8149 AXBRIDGE","555777333",20-APR-12 09:25:26,18-APR-12 17:00:15,"Mercator","Mercator",10,540467,""
93286,"ARNOLD and CO",11502,55,"N","RAMIREZ","DX 8772 ATHERSTONE","222999111",20-APR-12 09:25:26,18-APR-12 17:00:15,"Mercator","Mercator",10,540468,""
93287,"JAY and CO",12328,55,"N","WELCH","DX 205230 ARLESEY","111333111",20-APR-12 09:25:26,18-APR-12 17:00:15,"Mercator","Mercator",10,540469,""
